DATE,BI-COLOR,WHITE,YELLOW
12/5/2009,12.24107143,14.07291667,14.71785714
12/12/2009,12.85416667,15.38636364,14.20454545
12/19/2009,11.05,16.79807692,15.35227273
12/26/2009,12.22916667,17.22916667,14.90909091
1/2/2010,13.925,16.775,15.125
1/9/2010,15.3,18.0078125,15.67708333
1/16/2010,20.4,18.35714286,16.60227273
1/23/2010,24.91666667,18.20833333,17.225
1/30/2010,24.375,24,22.58333333
2/6/2010,24,27.5,25.04166667
2/13/2010,25.66666667,26,26
2/20/2010,26,25.575,25.30357143
2/27/2010,29.25,27.65,28.28125
3/6/2010,30.5,25.75,28.6484375
3/13/2010,30.25,29.02777778,31.11875
3/20/2010,35,29.89772727,32.035
3/27/2010,38,28.64,32.77777778
4/3/2010,29.25,32,33.73611111
4/10/2010,23.8125,35.20833333,36.04545455
4/17/2010,26.70833333,32.15277778,31.32954545
4/24/2010,20.42857143,26.84090909,26.265625
5/1/2010,16.55555556,24.30681818,25.56818182
5/8/2010,14.10416667,21.625,21
5/15/2010,14.51041667,18.52777778,17.56944444
5/22/2010,14.525,14.78125,14.94444444
5/29/2010,14.14285714,16.90625,13.84722222
6/5/2010,13.34722222,14.375,14.40625
6/12/2010,10.45833333,15.01785714,14.82692308
6/19/2010,9.475,13.79545455,14.375
6/26/2010,9.611111111,11.7,11.7
7/3/2010,9.986111111,10.72115385,11.25446429
7/10/2010,10.06770833,11.40625,11.93181818
7/17/2010,9.375,12.45535714,11.3125
7/24/2010,8.303571429,12.0625,10.98529412
7/31/2010,8.355263158,10.7109375,10.44736842
8/7/2010,9.723214286,10.19642857,10.1875
8/14/2010,9.191964286,10.05729167,10.08482143
8/21/2010,10.2,9.926136364,9.959677419
8/28/2010,11.03421053,10.1875,10.11875
9/4/2010,12.15833333,10.74375,10.3925
9/11/2010,16.03125,11.4875,11.375
9/18/2010,18.74375,13.06086957,12.84907407
9/25/2010,18.07166667,13.9075,13.71826923
10/2/2010,18.65166667,16.66477273,17.63839286
10/9/2010,20.53269231,17.3375,17.426
10/16/2010,21.01818182,17.28676471,17.748
10/23/2010,20.97727273,18.06617647,19.089
10/30/2010,18.33333333,17.43333333,19.18421053
11/6/2010,16.5,15.96666667,18.02205882
11/13/2010,17.56944444,14.765625,15.7421875
11/20/2010,13.125,14.390625,14.41176471
11/27/2010,12.2875,14.09615385,13.859375
12/4/2010,17.234375,13.79545455,13.68333333
12/11/2010,18.640625,13.81730769,14.14285714
12/18/2010,20.44642857,16,15.75
12/25/2010,24.425,16.86363636,17.75
1/1/2011,24.46875,20.55555556,20.9
1/8/2011,35.22,23.7875,26.47727273
1/15/2011,34.28888889,26.0625,27.39772727
1/22/2011,32.29375,30.4,31.84166667
1/29/2011,32.12875,31.27916667,33.68076923
2/5/2011,29.77571429,31.38409091,32.23928571
2/12/2011,25.36,30.20833333,30.92045455
2/19/2011,26.5225,26.421875,25.86363636
2/26/2011,26.23,24.18055556,23.35576923
3/5/2011,27.59875,23.67857143,23.09807692
3/12/2011,26.8,24.625,22.4
3/19/2011,26.195625,27.0375,24.13888889
3/26/2011,26.9875,28.79166667,24.796875
4/2/2011,24.39222222,29.43055556,25.26388889
4/9/2011,19.12555556,30.29166667,26.19444444
4/16/2011,16.494375,27.859375,22.7025
4/23/2011,16.2478125,22.75208333,18.00625
4/30/2011,16.03694444,19.91538462,18.22410714
5/7/2011,15.427,19.24107143,17.50703125
5/14/2011,16.3555,16.8375,15.97232143
5/21/2011,16.089,16,15.47589286
5/28/2011,16.02863636,15.675,15.01458333
6/4/2011,18.48333333,15.26388889,14.58541667
6/11/2011,19.97964286,15.76041667,17.0375
6/18/2011,18.90883333,17.53846154,18.5125
6/25/2011,16.95428571,16.73611111,18.26666667
7/2/2011,15,17.9,19.02205882
7/9/2011,15.88576923,18.23529412,17.421875
7/16/2011,17.63722222,16.33928571,14.875
7/23/2011,18.78605263,14.80147059,15.49305556
7/30/2011,17.66571429,15.49342105,16.33
8/6/2011,15.86833333,16.77205882,16.31730769
8/13/2011,13.85657895,15.64130435,16.94642857
8/20/2011,14.67222222,12.90217391,14.53
8/27/2011,15.01277778,12.57386364,13.29326923
9/3/2011,16.2524,13.57352941,13.50543478
9/10/2011,17.66526316,15.1375,14.66826923
9/17/2011,17.94921875,15.14583333,15.20909091
9/24/2011,15.875,16.32608696,16.75887097
10/1/2011,13.75,15.94318182,16.51893939
10/8/2011,17.47368421,14.31666667,14.3362069
10/15/2011,21.52777778,14.625,14.37068966
10/22/2011,20.60714286,16.31578947,16.46551724
10/29/2011,19.03571429,17.44642857,18.375
11/5/2011,15.359375,17.71875,18.57638889
11/12/2011,12.953125,17.421875,17.84821429
11/19/2011,18.9,15.42857143,15.99107143
11/26/2011,19.125,13.953125,13.63392857
12/3/2011,19.85833333,17.975,17.77678571
12/10/2011,20.33571429,21.5,21.63461538
12/17/2011,19.4075,23.6875,22.41071429
12/24/2011,18.155,20.38863636,20.425
12/31/2011,18.075,18.575,20.19230769
1/7/2012,17.240625,18.53125,19.53928571
1/14/2012,17.37142857,18.875,18.18035714
1/21/2012,19.271875,18.80357143,17.52083333
1/28/2012,22.24722222,19.16666667,18.77083333
2/4/2012,21.86111111,21.51785714,20.86
2/11/2012,16.8775,22.09375,21.96071429
2/18/2012,15.22777778,19.859375,21.65192308
2/25/2012,19.58541667,16.7275,17.3125
3/3/2012,20.27142857,15.75277778,15.76363636
3/10/2012,17.403125,17.440625,18.04772727
3/17/2012,16.98333333,18.690625,18.98125
3/24/2012,21.22142857,20.08392857,17.51363636
3/31/2012,21.2425,21.44791667,17.49166667
4/7/2012,17.45833333,23.375,19.71590909
4/14/2012,15.3675,25.45833333,23.0625
4/21/2012,14.728125,20.78571429,17.85454545
4/28/2012,15.69444444,17.8,16.25227273
5/5/2012,15.1225,17.56458333,16.15833333
5/12/2012,15.36111111,17.64615385,16.73125
5/19/2012,15.6375,16.815,16.36666667
5/26/2012,16.79166667,15.565,15.525
6/2/2012,16.9,15.0875,15.06346154
6/9/2012,15.13173077,14.72272727,15.590625
6/16/2012,17.55113636,14.91590909,15.95769231
6/23/2012,18.09821429,15.43333333,14.26875
6/30/2012,18.33653846,16.20833333,15.27678571
7/7/2012,16.66666667,16.9,17
7/14/2012,13.90441176,17.28125,16.75
7/21/2012,12.28645833,15.59375,15.36764706
7/28/2012,11.1423913,14.65,13.26470588
8/4/2012,11.45,12.01973684,11.32
8/11/2012,12.6484375,11.96875,11.22916667
8/18/2012,16.06333333,12.76136364,11.72580645
8/25/2012,15.15263158,14.35119048,13.53448276
9/1/2012,14.8671875,15.11111111,15.18103448
9/8/2012,12.88055556,15.53947368,15.82777778
9/15/2012,11.34761905,15.08888889,14.15166667
9/22/2012,11.01805556,13.82941176,14.61203704
9/29/2012,11.92083333,12.8625,12.87931034
10/6/2012,14.0275,13.34722222,12.1453125
10/13/2012,16.3875,13.88125,13.1625
10/20/2012,17.5625,15.72916667,15.16346154
10/27/2012,15.43055556,17.23333333,17.38095238
11/3/2012,14.98,16.95454545,17.80769231
11/10/2012,14.02222222,16.77083333,16.15625
11/17/2012,14.60277778,16.11538462,16.4
11/24/2012,14.72045455,15.3828125,16.13333333
12/1/2012,15.30568182,15.95454545,15.83472222
12/8/2012,16.3578125,16.97916667,15.96666667
12/15/2012,17.85,17.21153846,17.70588235
12/22/2012,18.62954545,18.68181818,16.89285714
12/29/2012,18.00113636,20.35714286,18.97115385
1/5/2013,18.49642857,21.35714286,19.10416667
1/12/2013,17.171875,20.05357143,17.63541667
1/19/2013,17.07916667,19.875,17.2625
1/26/2013,17.1375,23.53125,20.30208333
2/2/2013,16.6,24.01785714,20.34375
2/9/2013,18.05833333,19.07142857,18.05681818
2/16/2013,19.76666667,19.53571429,17.66666667
2/23/2013,21.95416667,19.875,18.95
3/2/2013,20.33571429,22.78125,21.97727273
3/9/2013,18.175,23.5625,22.93181818
3/16/2013,18.07142857,22.08928571,22.68076923
3/23/2013,20.975,20.60714286,21.17115385
3/30/2013,20.03125,19.46875,20.51785714
4/6/2013,17.875,21.1875,22.83958333
4/13/2013,15.93333333,21.19444444,23.11607143
4/20/2013,17.99545455,19.52777778,20.23125
4/27/2013,16.9125,20.64615385,16.6275
5/4/2013,16.85277778,20.21590909,19.14464286
5/11/2013,15.36818182,18.69722222,18.05961538
5/18/2013,15.44166667,17.645,17.334375
5/25/2013,15.47604167,16.895,16.8825
6/1/2013,18.56363636,16.43181818,16.42857143
6/8/2013,17.53125,16,16.02884615
6/15/2013,16.37,16.04545455,15.89732143
6/22/2013,12.46153846,15.95535714,15.4765625
6/29/2013,12.27083333,14.84375,14.546875
7/6/2013,11.43055556,14.23076923,13.8203125
7/13/2013,12.04464286,14.14423077,13.3984375
7/20/2013,11.70192308,14.54807692,13.13541667
7/27/2013,11.94166667,11.93333333,13.32421875
8/3/2013,14.31666667,11.10416667,12.46323529
8/10/2013,16.24342105,11.84166667,12.49431818
8/17/2013,18.1576087,14.26785714,14.1953125
8/24/2013,16.53484848,16.09659091,16.48214286
8/31/2013,15.99137931,17.925,18.203125
9/7/2013,15.07954545,16.65625,16.61574074
9/14/2013,12.04761905,16.40625,15.85648148
9/21/2013,11.25694444,17.525,15.0355
9/28/2013,12.3359375,13.27941176,12.81741071
10/5/2013,12.67045455,11.83035714,12.11931818
10/19/2013,17.7578125,14.875,14.74802632
10/26/2013,18.5625,16.02777778,15.27434211
11/2/2013,20.65972222,21.875,22.21022727
11/9/2013,20.8359375,27.796875,23.28333333
11/16/2013,21.04166667,27.89285714,23.28645833
11/23/2013,20.86458333,26.60416667,24.86931818
11/30/2013,22.390625,23.07142857,25.91826923
12/7/2013,18.5125,21.25,22.12053571
12/14/2013,16.66666667,21.78125,21.72916667
12/21/2013,15.03571429,20.26785714,18.99038462
12/28/2013,14.21428571,19.42857143,16.90909091
1/4/2014,15.7,17.44642857,15.44318182
1/11/2014,16.80555556,15.890625,14.26136364
1/18/2014,17.82,15,13.21875
1/25/2014,21.359375,16.515625,14.61363636
2/1/2014,25.82142857,18.5625,17.29375
2/8/2014,26.21875,21.01785714,20.86931818
2/15/2014,25.59375,23.71428571,23.72916667
2/22/2014,22.95833333,26.10714286,25.125
3/1/2014,21.75,25.10714286,25.29545455
3/8/2014,20.27777778,23.75,22.94318182
3/15/2014,18.8375,21.92857143,20.75
3/22/2014,17.41666667,20.66071429,19.625
3/29/2014,20.03888889,20.82142857,17.725
4/5/2014,20.83333333,21.25,16.72727273
4/12/2014,18.6625,23.6875,20.5125
4/19/2014,16.3275,26.375,21.625
4/26/2014,15.7275,22.97222222,19.21875
5/3/2014,16.94791667,17.125,16.0625
5/10/2014,16.55,15.96875,15.47159091
5/17/2014,17.09722222,15.359375,14.57954545
5/24/2014,17.43055556,15.125,14.475
5/31/2014,17.78125,16.86111111,15.55625
6/7/2014,18.05,17.825,16.4875
6/14/2014,16.09375,18.76136364,18.0625
6/21/2014,14.40416667,19.125,19.45535714
6/28/2014,13.4025,19.1875,18.51785714
7/5/2014,13.03409091,18.78333333,15.9975
7/12/2014,14.46875,15.9,14.61730769
7/19/2014,13.81319444,15.27777778,13.90384615
7/26/2014,16.03076923,12.03571429,13.91071429
8/2/2014,18.76666667,11.21666667,13.83088235
8/9/2014,15.44047619,13.1875,16.7
8/16/2014,14.20416667,17.22222222,18.60294118
8/23/2014,13.50595238,16.70535714,16.10227273
8/30/2014,12.4375,16.325,14.61904762
9/6/2014,11.69166667,15.85416667,13.94565217
9/13/2014,11.19736842,14.4140625,13.67391304
9/20/2014,11.09868421,13.71875,13.5
9/27/2014,12.175,12.34821429,11.83173077
10/4/2014,13.70833333,12.16666667,12.44565217
10/11/2014,13.93421053,13.02777778,12.9625
10/18/2014,13.53409091,18.66346154,16.23
10/25/2014,13.39895833,17.59090909,16.45652174
11/1/2014,14.49038462,18.54166667,18.60416667
11/8/2014,12.40192308,18.13541667,18.06833333
11/15/2014,14.53645833,16.421875,17.33409091
11/22/2014,18.31416667,18.0625,17.55909091
11/29/2014,19.78846154,17.4,18.08653846
12/6/2014,20.3,21.625,19.58482143
12/13/2014,20.96875,23.9375,20.58522727
12/20/2014,23.125,21.675,19.76875
12/27/2014,24.9125,23.05,20.21875
1/3/2015,24.6,24.325,22.50568182
1/10/2015,25.5,26.25,25.46875
1/17/2015,23.42045455,26.4,25.44886364
1/24/2015,20.19791667,26,24.60227273
1/31/2015,19.46,24.54166667,22.7875
2/7/2015,19.6640625,21.79166667,19.65
2/14/2015,19.48214286,20.73214286,18.7625
2/21/2015,21.2375,21,18.475
2/28/2015,24.57291667,22.79166667,19.47916667
3/7/2015,24.22222222,24.75,21.81944444
3/14/2015,20.11944444,25.5625,26.475
3/21/2015,16.275,25.45,25.66666667
3/28/2015,15.30625,23.64583333,20.51388889
4/4/2015,16.734375,21,16.06875
4/11/2015,19.11022727,19.3125,15.375
4/18/2015,17.075,22.23214286,16.72222222
4/25/2015,16.2125,20.375,17.79318182
5/2/2015,14.68055556,17.16666667,15.76875
5/9/2015,14.41111111,15.57142857,14.6375
5/16/2015,16.30625,15.83333333,14.28125
5/23/2015,16.72395833,15.328125,13.69318182
5/30/2015,16.41346154,16.66666667,14.32954545
6/6/2015,15.45454545,16.8125,15.8171875
6/13/2015,12.2,16.46875,14.875
6/20/2015,12.175,14.94642857,13.66666667
6/27/2015,12.9,14.71875,13.01666667
7/4/2015,14.79166667,12.92857143,12.11458333
7/11/2015,15.41666667,13.83928571,13.43181818
7/18/2015,17.55555556,14.25,16.17708333
7/25/2015,18.66964286,14.890625,16.26041667
8/1/2015,18.68194444,15.546875,17.775
8/8/2015,16.01785714,18.17045455,20.35526316
8/15/2015,13.88888889,17.2625,19.425
8/22/2015,12.53846154,17.05,17.44736842
8/29/2015,13.24107143,12.64285714,14.875
9/5/2015,13.75892857,13.90625,14.33333333
9/12/2015,16.296875,13.575,13.01785714
9/19/2015,17.73214286,15.40909091,14.63043478
9/26/2015,17.74166667,17.65,17.06875
10/3/2015,20.475,18.78125,18.57142857
10/10/2015,20.125,19.25,18.546875
10/17/2015,19.2125,20.0625,19.5
10/24/2015,17.43181818,24.05,24.27941176
10/31/2015,14.79166667,25.92857143,23.8125
11/7/2015,13.109375,24.33333333,22.625
11/14/2015,12.11458333,18.80555556,17.65625
11/21/2015,13.04166667,16.25,15.125
11/28/2015,13.51041667,16.94444444,13.85416667
12/5/2015,12.890625,17.675,15.69318182
12/12/2015,13.55357143,16.90625,14.6875
12/19/2015,17.08333333,17.25,13.95454545
12/26/2015,17.6875,16.35,14.15277778
1/2/2016,22.875,15.55,14.1875
1/9/2016,26.28125,15.41666667,15.39285714
1/16/2016,26.56944444,20.75,19.78125
1/23/2016,25.203125,23.475,25.65625
1/30/2016,24.23214286,24.71428571,25.421875
2/6/2016,29.33928571,23.075,24.25
2/13/2016,29.825,22.05357143,24.875
2/20/2016,39.125,23.9125,27.61111111
2/27/2016,38.76785714,32.29166667,32.27777778
3/5/2016,38.171875,36.65,39.57142857
3/12/2016,33.0625,38.75,40.08333333
3/19/2016,22.015625,37.1,36.84722222
3/26/2016,17.5078125,33.25,34.09375
4/2/2016,16.653125,29.375,27.09722222
4/9/2016,19.375,23.2,21.26388889
4/16/2016,19.35555556,23.296875,18.24444444
4/23/2016,20.371875,21.95833333,21.09375
4/30/2016,19.125,20.625,21.98055556
5/7/2016,14.98125,20.375,21.703125
5/14/2016,18.97222222,18.8125,20.27777778
5/21/2016,18.38333333,15.77083333,16.3
5/28/2016,18.63125,15.52083333,15.625
6/4/2016,14.7,15.59375,15.73409091
6/11/2016,13.90277778,15.58333333,16.55769231
6/18/2016,15.11111111,16.3125,17.05208333
6/25/2016,14.91666667,14.925,15.75961538
7/2/2016,14.4625,14.11111111,15.66666667
7/9/2016,17.69791667,14.25,14.54545455
7/16/2016,19.16071429,15.83928571,14.81818182
7/23/2016,20.125,18.65625,18.31730769
7/30/2016,16.4375,20,21.325
8/6/2016,15.95535714,20.5875,21.96590909
8/13/2016,10.90625,17.421875,18.12867647
8/20/2016,10.1125,13.98958333,14.30357143
8/27/2016,9.975,12.86363636,12.54411765
9/3/2016,13.40384615,12.81944444,12.45588235
9/10/2016,16.80681818,12.19318182,12.6328125
9/17/2016,19.75,15.40625,13.18055556
9/24/2016,23.66964286,18.04166667,16.875
10/1/2016,19.09722222,18.7375,19.05681818
10/8/2016,17.3125,20.21428571,23.4625
10/15/2016,13.375,22.625,22.36538462
10/22/2016,13.5625,22.203125,19.51785714
10/29/2016,12.28125,20.4,17.45833333
11/5/2016,13.20833333,20.734375,18.359375
11/12/2016,12.546875,19.70454545,15.65625
11/19/2016,15.90277778,15.71875,15.70833333
11/26/2016,19.39583333,17.25,16.203125
12/3/2016,21.18928571,17.78125,17.84375
12/10/2016,22.35,20.6,20.875
12/17/2016,21.96428571,21.91666667,23.546875
12/24/2016,21.51785714,23.625,24
12/31/2016,20.5,23.6,23
1/7/2017,17.75,21.79166667,21.5625
1/14/2017,15.325,20.375,19.40625
1/21/2017,15.2375,17.45833333,15.64583333
1/28/2017,17.16666667,15.66666667,14.96875
2/4/2017,18.70833333,16.1375,15.178125
2/11/2017,21.89583333,17.71875,16.98214286
2/18/2017,23.04583333,20.16666667,18.83928571
2/25/2017,21.84166667,22.75,21.04166667
3/4/2017,18.01666667,23.521875,22.721875
3/11/2017,13.19642857,21.6,21.28035714
3/18/2017,12.34821429,18.784375,17.95714286
3/25/2017,12.40178571,17.03125,18.234375
4/1/2017,14.325,16.734375,15.3984375
4/8/2017,14.78333333,16.6875,15.640625
4/15/2017,18.325,20,16.5
4/22/2017,16.8,21.15,15
4/29/2017,15.45,20.97,17.75416667
5/6/2017,15.4328125,18.92,17.125
5/13/2017,15.8546875,22.68333333,16.125
5/20/2017,18.77083333,22.345,15.48928571
5/27/2017,19.85125,17.165625,15.39107143
6/3/2017,17.86375,19.10416667,16.02638889
6/10/2017,15.58333333,18.7,17.390625
6/17/2017,14.72222222,18.8,17.296875
6/24/2017,13.25,17.79166667,15.4375
7/1/2017,14.375,19.64285714,15.025
7/8/2017,14.45,14.9,13.55555556
7/15/2017,13.796875,15.05357143,14.375
7/22/2017,17.125,14.35714286,14.4625
7/29/2017,19.16346154,13.26785714,13.89772727
8/5/2017,18.875,16.86363636,15.88541667
8/12/2017,15.77941176,20.4375,18.3
8/19/2017,15.807,19.72321429,17.86764706
8/26/2017,17.25277778,18.82291667,16.1640625
9/2/2017,16.62794118,16.625,15.15131579
9/9/2017,14.73076923,16.40104167,15.03819444
9/16/2017,12.38839286,16.28645833,14.42279412
9/23/2017,15.40446429,16.65,14.775
9/30/2017,11.77777778,15.859375,14.3125
10/7/2017,16.75,14.71442308,15.34833333
10/14/2017,15.34722222,14.84090909,13.67307692
10/21/2017,14.6953125,15.7625,14.5
10/28/2017,9.958333333,15.22222222,14.27777778
11/4/2017,13.9375,16.32142857,16.24107143
11/11/2017,23.75,17.8,18.75
11/18/2017,33.16666667,19.8625,18.875
11/25/2017,33.125,27.16666667,27.83333333
12/2/2017,31.5,32.46875,37.4375
12/9/2017,23.625,32.45833333,37.47916667
12/16/2017,17.29166667,28.8,37.03125
12/23/2017,15.91666667,24.64583333,26.34375
12/30/2017,15.60416667,21.08333333,20.35
1/6/2018,18.45833333,17.075,19.425
1/13/2018,23.75,17.1,16.984375
1/20/2018,21.58333333,19.3,19.6375
1/27/2018,19,24.546875,30.75
2/3/2018,16.97916667,22.16666667,21.85416667
2/10/2018,15.21875,19.625,18.91666667
2/17/2018,13.22916667,18.3125,16.77083333
2/24/2018,12.66666667,15.58333333,15.14583333
3/3/2018,12.14583333,13.20833333,13.54166667
3/10/2018,12.125,12.875,12.875
3/17/2018,15.20833333,11.89583333,12.5625
3/24/2018,17.25,12.52083333,12.60416667
3/31/2018,21.10416667,15.125,15.625
4/7/2018,17.95833333,17.375,17.33333333
4/14/2018,16.0625,21.47916667,21.75
4/21/2018,15.64583333,18.875,18.89583333
4/28/2018,15.25,16.22916667,16.27083333
5/5/2018,15.60416667,15.72916667,15.60416667
5/12/2018,15.52083333,15.25,14.8125
5/19/2018,15.95833333,15.27083333,15.35416667
5/26/2018,16.5,15.35416667,15.4375
6/2/2018,15.09375,16.04166667,15.71875
6/9/2018,13.45,16.75,16.4
6/16/2018,11,15.1125,15.26041667
6/23/2018,17.828125,13.5125,13.45833333
6/30/2018,16.575,14.140625,20.75
7/7/2018,16.75,12.75,13.6
7/14/2018,17.3375,13.04166667,13.125
7/21/2018,16.17857143,13.30208333,12.97708333
7/28/2018,15.7109375,13.75,14.06111111
8/4/2018,12.5859375,13.33035714,13.36805556
8/11/2018,13.1375,13.3125,13.25
8/18/2018,11.125,13.46022727,13.82638889
8/25/2018,11.72222222,13.17361111,13.40972222
9/1/2018,13.0078125,13.33928571,12.71153846
9/8/2018,15.35416667,13.28571429,11.96153846
9/15/2018,16.75,13.7578125,13.08035714
9/22/2018,16.3125,14.90972222,14.90384615
9/29/2018,17.84375,17.82142857,16.27232143
10/6/2018,20.39583333,18.96428571,17.05769231
10/13/2018,19.975,20.66071429,19.19230769
10/20/2018,28.5,20.75,23
10/27/2018,29.3125,21.33035714,22.46428571
11/3/2018,24.875,28.45,30.66666667
11/10/2018,28.025,28,28.6
11/17/2018,27.375,30.6875,29.1
11/24/2018,23.375,30.08333333,31.63888889
12/1/2018,15.84375,29.75,32.29166667
12/8/2018,14.65625,25.84375,28.2875
12/15/2018,15.5,20.984375,21.3625
12/22/2018,15.09375,18.5625,19.425
12/29/2018,15.91666667,19.375,18.875
1/5/2019,16.3125,16.70833333,18.425
1/12/2019,15.6875,19.625,19.125
1/19/2019,15.66666667,20.1875,19.475
1/26/2019,19.65625,21.53125,19.8
2/2/2019,23.9375,20.125,19.275
2/9/2019,28.5625,23.75,22.825
2/16/2019,27.83333333,25.3125,25.675
2/23/2019,26.83333333,27,27.925
,,29.15625,29.22916667
,,28.375,27.4
